Model,Scenario,Region,Variable,Unit,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM/CGE,ssp370-lowNTCF-gidden,World,Emissions|CO2,Mt CO2/yr,4465.964118,4768.881211,4835.690374,5115.661449,5244.746846,5479.764123,5710.02176,6046.017596,5993.608873,6115.290592,6271.034671,6113.829366,6122.579082,6265.77241,5938.952989,5864.556462,6101.45338,6227.239689,6205.48845,5833.870141,6290.309927,6065.154041,6219.539618,6673.115779,6735.335735,6795.885288,6766.33348,7280.512887,7308.504363,7704.453865,7679.533788,7335.495983,6651.920781,6798.478465,7038.366964,7216.325137,7612.653059,7825.863317,7580.799501,7836.395431,8156.903938,8184.224899,8268.324116,8410.163203,8377.774642,7621.090604,8344.523463,9027.474124,9393.938985,9334.309155,10044.66935,11290.69099,11518.76401,11706.25609,12085.37713,12923.06379,13695.21983,14153.07212,14642.00173,14941.19786,15353.90678,15695.77643,16083.68449,16722.31763,17266.28028,17924.48137,18518.22743,19135.12072,19720.54151,20540.23517,21456.95682,21678.12813,22109.18551,23064.16218,22861.3745,22836.19669,23873.37797,24612.35105,25215.439,25589.01092,25266.66414,24889.46718,24681.4932,25343.62707,25945.12239,26305.73628,26803.40164,27328.50313,28027.36201,28374.72758,27966.71914,28681.58913,28688.84032,28363.26228,28376.6822,28815.25236,29248.04657,32092.80975,29798.19682,29186.43353,29661.88015,29018.34355,29933.39529,30509.19137,32433.49191,33416.62986,34631.86563,35352.2328,34451.21047,34225.39115,36133.83606,37266.02926,37953.91187,38762.71103,39630.94805,39152.7263,,,,,44844.69164,,,,,,,,,,53046.20948,,,,,,,,,,59111.77019,,,,,,,,,,63754.72334,,,,,,,,,,68187.41017,,,,,,,,,,72401.34908,,,,,,,,,,76582.42292,,,,,,,,,,80950.52842,,,,,,,,,,85832.69212
AIM/CGE,ssp370-lowNTCF-gidden,World,Emissions|N2O,kt N2O/yr,1356.16296,1369.103372,1384.515481,1399.355378,1415.597756,1432.563082,1449.951799,1466.751575,1483.124656,1499.100897,1515.944833,1533.705815,1559.234255,1589.117029,1621.623061,1656.958176,1693.364385,1728.658905,1761.607495,1791.469847,1818.808186,1843.606981,1867.742389,1893.417388,1920.280893,1944.746823,1968.032742,1990.269408,2010.725377,2028.074719,2043.067781,2053.983826,2064.648995,2073.559632,2083.434567,2093.473152,2103.273406,2115.583882,2129.097792,2147.484085,2167.531925,2242.12032,2403.563698,2636.053052,2912.496904,3215.873034,3522.872151,3815.763525,4068.702451,4264.104068,4378.498715,4447.58005,4514.631057,4585.338771,4658.918556,4738.573836,4819.784587,4906.311841,5002.815188,5106.721646,5222.367036,5570.292269,5779.894618,5976.276518,6199.344235,6465.560236,6773.507547,7041.513558,7256.009223,7435.615436,7406.667102,7327.060018,7746.900966,7935.570129,7909.792367,8180.647431,8409.325613,8640.444045,8837.869319,9123.755918,9227.258503,9121.12527,9494.515703,9530.292753,9421.16412,9421.444217,9620.413269,9977.117278,9722.719932,9842.472009,9862.303869,9968.816852,9990.075747,9915.093855,10121.0314,10218.83369,10278.76332,10590.22033,10128.40716,9868.586122,9603.187087,9722.247312,9991.772281,10099.78688,10354.57088,10516.57055,10802.56173,10363.48133,10429.68145,10546.74194,10539.817,10446.42833,10593.89773,10759.04688,10866.28352,10900,,,,,11779.95734,,,,,,,,,,13304.9363,,,,,,,,,,14549.28172,,,,,,,,,,15656.19517,,,,,,,,,,16670.83831,,,,,,,,,,17666.63526,,,,,,,,,,18633.686,,,,,,,,,,19678.6478,,,,,,,,,,20708.4415
CEDS/UVA/GCP/PRIMAP,historical,World,Emissions|CH4,Mt CH4/yr,87.61328845,88.39116711,89.26282464,89.89074057,91.35674943,92.40132432,93.24998316,94.56080194,95.71237193,96.4666946,97.77187103,98.42938116,99.26614632,100.6125584,102.2840587,103.0579197,104.0889435,105.4397415,106.7459316,108.095107,109.1336385,109.809348,110.4858104,112.2535641,112.633506,113.6704269,114.5456303,115.74748,116.7958666,118.0199977,119.6701788,119.9075078,121.4219873,122.3437659,123.9532999,124.8946044,126.4647048,127.1823371,127.905393,129.5013568,130.1349943,132.2180939,134.7060241,136.6296869,138.9310562,141.022964,142.7064022,144.7944965,147.2720295,150.2157149,152.2010084,155.2719352,160.5733576,165.6818323,170.3710079,174.7404471,180.6711175,186.0555677,188.3855399,192.6867573,197.2611005,205.1383413,207.2122992,216.1922656,216.556163,222.6664157,226.3106958,232.3331465,235.3354027,239.1848516,244.4183955,249.2895331,257.2102054,260.294725,261.8082771,263.0585486,269.9482097,274.0301524,276.3333545,281.6000656,283.3464702,279.7894207,287.6693154,281.6176584,285.0030452,285.6752697,290.8084488,295.0485147,298.6854951,302.1641744,305.2725547,318.7311921,299.4017955,299.4425141,310.2518368,305.4095889,307.2912075,331.2889198,315.3326212,309.4083709,310.1868098,312.8963787,322.2788312,328.1242242,338.9417722,346.3955546,356.4696896,355.0225755,360.4917105,364.2003634,370.8962528,372.6576832,380.8097666,381.5943928,387.8735392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEDS/UVA/GCP/PRIMAP,historical,World,Emissions|CO2,Mt CO2/yr,4465.964118,4768.881211,4835.690374,5115.661449,5244.746846,5479.764123,5710.02176,6046.017596,5993.608873,6115.290592,6271.034671,6113.829366,6122.579082,6265.77241,5938.952989,5864.556462,6101.45338,6227.239689,6205.48845,5833.870141,6290.309927,6065.154041,6219.539618,6673.115779,6735.335735,6795.885288,6766.33348,7280.512887,7308.504363,7704.453865,7679.533788,7335.495983,6651.920781,6798.478465,7038.366964,7216.325137,7612.653059,7825.863317,7580.799501,7836.395431,8156.903938,8184.224899,8268.324116,8410.163203,8377.774642,7621.090604,8344.523463,9027.474124,9393.938985,9334.309155,10044.66935,11290.69099,11518.76401,11706.25609,12085.37713,12923.06379,13695.21983,14153.07212,14642.00173,14941.19786,15353.90678,15695.77643,16083.68449,16722.31763,17266.28028,17924.48137,18518.22743,19135.12072,19720.54151,20540.23517,21456.95682,21678.12813,22109.18551,23064.16218,22861.3745,22836.19669,23873.37797,24612.35105,25215.439,25589.01092,25266.66414,24889.46718,24681.4932,25343.62707,25945.12239,26305.73628,26803.40164,27328.50313,28027.36201,28374.72758,27966.71914,28681.58913,28688.84032,28363.26228,28376.6822,28815.25236,29248.04657,32092.80975,29798.19682,29186.43353,29661.88015,29018.34355,29933.39529,30509.19137,32433.49191,33416.62986,34631.86563,35352.2328,34451.21047,34225.39115,36133.83606,37266.02926,37953.91187,38762.71103,39630.94805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEDS/UVA/GCP/PRIMAP,historical,World,Emissions|N2O,kt N2O/yr,1356.16296,1369.103372,1384.515481,1399.355378,1415.597756,1432.563082,1449.951799,1466.751575,1483.124656,1499.100897,1515.944833,1533.705815,1559.234255,1589.117029,1621.623061,1656.958176,1693.364385,1728.658905,1761.607495,1791.469847,1818.808186,1843.606981,1867.742389,1893.417388,1920.280893,1944.746823,1968.032742,1990.269408,2010.725377,2028.074719,2043.067781,2053.983826,2064.648995,2073.559632,2083.434567,2093.473152,2103.273406,2115.583882,2129.097792,2147.484085,2167.531925,2242.12032,2403.563698,2636.053052,2912.496904,3215.873034,3522.872151,3815.763525,4068.702451,4264.104068,4378.498715,4447.58005,4514.631057,4585.338771,4658.918556,4738.573836,4819.784587,4906.311841,5002.815188,5106.721646,5222.367036,5570.292269,5779.894618,5976.276518,6199.344235,6465.560236,6773.507547,7041.513558,7256.009223,7435.615436,7406.667102,7327.060018,7746.900966,7935.570129,7909.792367,8180.647431,8409.325613,8640.444045,8837.869319,9123.755918,9227.258503,9121.12527,9494.515703,9530.292753,9421.16412,9421.444217,9620.413269,9977.117278,9722.719932,9842.472009,9862.303869,9968.816852,9990.075747,9915.093855,10121.0314,10218.83369,10278.76332,10590.22033,10128.40716,9868.586122,9603.187087,9722.247312,9991.772281,10099.78688,10354.57088,10516.57055,10802.56173,10363.48133,10429.68145,10546.74194,10539.817,10446.42833,10593.89773,10759.04688,10866.28352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCAM4,ssp434,World,Emissions|CH4,Mt CH4/yr,87.61328845,88.39116711,89.26282464,89.89074057,91.35674943,92.40132432,93.24998316,94.56080194,95.71237193,96.4666946,97.77187103,98.42938116,99.26614632,100.6125584,102.2840587,103.0579197,104.0889435,105.4397415,106.7459316,108.095107,109.1336385,109.809348,110.4858104,112.2535641,112.633506,113.6704269,114.5456303,115.74748,116.7958666,118.0199977,119.6701788,119.9075078,121.4219873,122.3437659,123.9532999,124.8946044,126.4647048,127.1823371,127.905393,129.5013568,130.1349943,132.2180939,134.7060241,136.6296869,138.9310562,141.022964,142.7064022,144.7944965,147.2720295,150.2157149,152.2010084,155.2719352,160.5733576,165.6818323,170.3710079,174.7404471,180.6711175,186.0555677,188.3855399,192.6867573,197.2611005,205.1383413,207.2122992,216.1922656,216.556163,222.6664157,226.3106958,232.3331465,235.3354027,239.1848516,244.4183955,249.2895331,257.2102054,260.294725,261.8082771,263.0585486,269.9482097,274.0301524,276.3333545,281.6000656,283.3464702,279.7894207,287.6693154,281.6176584,285.0030452,285.6752697,290.8084488,295.0485147,298.6854951,302.1641744,305.2725547,318.7311921,299.4017955,299.4425141,310.2518368,305.4095889,307.2912075,331.2889198,315.3326212,309.4083709,310.1868098,312.8963787,322.2788312,328.1242242,338.9417722,346.3955546,356.4696896,355.0225755,360.4917105,364.2003634,370.8962528,372.6576832,380.8097666,381.5943928,387.8735392,388.0727957,,,,,432.5975376,,,,,,,,,,394.0762978,,,,,,,,,,410.8298273,,,,,,,,,,412.591493,,,,,,,,,,414.8247429,,,,,,,,,,413.6161453,,,,,,,,,,405.5906437,,,,,,,,,,390.2753926,,,,,,,,,,375.7093651
GCAM4,ssp434,World,Emissions|CO2,Mt CO2/yr,4465.964118,4768.881211,4835.690374,5115.661449,5244.746846,5479.764123,5710.02176,6046.017596,5993.608873,6115.290592,6271.034671,6113.829366,6122.579082,6265.77241,5938.952989,5864.556462,6101.45338,6227.239689,6205.48845,5833.870141,6290.309927,6065.154041,6219.539618,6673.115779,6735.335735,6795.885288,6766.33348,7280.512887,7308.504363,7704.453865,7679.533788,7335.495983,6651.920781,6798.478465,7038.366964,7216.325137,7612.653059,7825.863317,7580.799501,7836.395431,8156.903938,8184.224899,8268.324116,8410.163203,8377.774642,7621.090604,8344.523463,9027.474124,9393.938985,9334.309155,10044.66935,11290.69099,11518.76401,11706.25609,12085.37713,12923.06379,13695.21983,14153.07212,14642.00173,14941.19786,15353.90678,15695.77643,16083.68449,16722.31763,17266.28028,17924.48137,18518.22743,19135.12072,19720.54151,20540.23517,21456.95682,21678.12813,22109.18551,23064.16218,22861.3745,22836.19669,23873.37797,24612.35105,25215.439,25589.01092,25266.66414,24889.46718,24681.4932,25343.62707,25945.12239,26305.73628,26803.40164,27328.50313,28027.36201,28374.72758,27966.71914,28681.58913,28688.84032,28363.26228,28376.6822,28815.25236,29248.04657,32092.80975,29798.19682,29186.43353,29661.88015,29018.34355,29933.39529,30509.19137,32433.49191,33416.62986,34631.86563,35352.2328,34451.21047,34225.39115,36133.83606,37266.02926,37953.91187,38762.71103,39630.94805,39152.7263,,,,,39076.31954,,,,,,,,,,34459.29945,,,,,,,,,,27739.10938,,,,,,,,,,19838.76825,,,,,,,,,,15055.82339,,,,,,,,,,10855.73651,,,,,,,,,,3714.680288,,,,,,,,,,-5959.37661,,,,,,,,,,-14816.94541
GCAM4,ssp434,World,Emissions|N2O,kt N2O/yr,1356.16296,1369.103372,1384.515481,1399.355378,1415.597756,1432.563082,1449.951799,1466.751575,1483.124656,1499.100897,1515.944833,1533.705815,1559.234255,1589.117029,1621.623061,1656.958176,1693.364385,1728.658905,1761.607495,1791.469847,1818.808186,1843.606981,1867.742389,1893.417388,1920.280893,1944.746823,1968.032742,1990.269408,2010.725377,2028.074719,2043.067781,2053.983826,2064.648995,2073.559632,2083.434567,2093.473152,2103.273406,2115.583882,2129.097792,2147.484085,2167.531925,2242.12032,2403.563698,2636.053052,2912.496904,3215.873034,3522.872151,3815.763525,4068.702451,4264.104068,4378.498715,4447.58005,4514.631057,4585.338771,4658.918556,4738.573836,4819.784587,4906.311841,5002.815188,5106.721646,5222.367036,5570.292269,5779.894618,5976.276518,6199.344235,6465.560236,6773.507547,7041.513558,7256.009223,7435.615436,7406.667102,7327.060018,7746.900966,7935.570129,7909.792367,8180.647431,8409.325613,8640.444045,8837.869319,9123.755918,9227.258503,9121.12527,9494.515703,9530.292753,9421.16412,9421.444217,9620.413269,9977.117278,9722.719932,9842.472009,9862.303869,9968.816852,9990.075747,9915.093855,10121.0314,10218.83369,10278.76332,10590.22033,10128.40716,9868.586122,9603.187087,9722.247312,9991.772281,10099.78688,10354.57088,10516.57055,10802.56173,10363.48133,10429.68145,10546.74194,10539.817,10446.42833,10593.89773,10759.04688,10866.28352,10900,,,,,11102.48038,,,,,,,,,,11224.11159,,,,,,,,,,11883.66837,,,,,,,,,,12508.38739,,,,,,,,,,13189.16604,,,,,,,,,,13911.63508,,,,,,,,,,14614.62793,,,,,,,,,,15071.88616,,,,,,,,,,15110.86945
GCAM4,ssp460,World,Emissions|CH4,Mt CH4/yr,87.61328845,88.39116711,89.26282464,89.89074057,91.35674943,92.40132432,93.24998316,94.56080194,95.71237193,96.4666946,97.77187103,98.42938116,99.26614632,100.6125584,102.2840587,103.0579197,104.0889435,105.4397415,106.7459316,108.095107,109.1336385,109.809348,110.4858104,112.2535641,112.633506,113.6704269,114.5456303,115.74748,116.7958666,118.0199977,119.6701788,119.9075078,121.4219873,122.3437659,123.9532999,124.8946044,126.4647048,127.1823371,127.905393,129.5013568,130.1349943,132.2180939,134.7060241,136.6296869,138.9310562,141.022964,142.7064022,144.7944965,147.2720295,150.2157149,152.2010084,155.2719352,160.5733576,165.6818323,170.3710079,174.7404471,180.6711175,186.0555677,188.3855399,192.6867573,197.2611005,205.1383413,207.2122992,216.1922656,216.556163,222.6664157,226.3106958,232.3331465,235.3354027,239.1848516,244.4183955,249.2895331,257.2102054,260.294725,261.8082771,263.0585486,269.9482097,274.0301524,276.3333545,281.6000656,283.3464702,279.7894207,287.6693154,281.6176584,285.0030452,285.6752697,290.8084488,295.0485147,298.6854951,302.1641744,305.2725547,318.7311921,299.4017955,299.4425141,310.2518368,305.4095889,307.2912075,331.2889198,315.3326212,309.4083709,310.1868098,312.8963787,322.2788312,328.1242242,338.9417722,346.3955546,356.4696896,355.0225755,360.4917105,364.2003634,370.8962528,372.6576832,380.8097666,381.5943928,387.8735392,388.0727957,,,,,432.5975376,,,,,,,,,,477.6496348,,,,,,,,,,507.9739338,,,,,,,,,,522.5725325,,,,,,,,,,531.7666967,,,,,,,,,,530.5117838,,,,,,,,,,517.3999385,,,,,,,,,,502.6564275,,,,,,,,,,491.6345353
GCAM4,ssp460,World,Emissions|CO2,Mt CO2/yr,4465.964118,4768.881211,4835.690374,5115.661449,5244.746846,5479.764123,5710.02176,6046.017596,5993.608873,6115.290592,6271.034671,6113.829366,6122.579082,6265.77241,5938.952989,5864.556462,6101.45338,6227.239689,6205.48845,5833.870141,6290.309927,6065.154041,6219.539618,6673.115779,6735.335735,6795.885288,6766.33348,7280.512887,7308.504363,7704.453865,7679.533788,7335.495983,6651.920781,6798.478465,7038.366964,7216.325137,7612.653059,7825.863317,7580.799501,7836.395431,8156.903938,8184.224899,8268.324116,8410.163203,8377.774642,7621.090604,8344.523463,9027.474124,9393.938985,9334.309155,10044.66935,11290.69099,11518.76401,11706.25609,12085.37713,12923.06379,13695.21983,14153.07212,14642.00173,14941.19786,15353.90678,15695.77643,16083.68449,16722.31763,17266.28028,17924.48137,18518.22743,19135.12072,19720.54151,20540.23517,21456.95682,21678.12813,22109.18551,23064.16218,22861.3745,22836.19669,23873.37797,24612.35105,25215.439,25589.01092,25266.66414,24889.46718,24681.4932,25343.62707,25945.12239,26305.73628,26803.40164,27328.50313,28027.36201,28374.72758,27966.71914,28681.58913,28688.84032,28363.26228,28376.6822,28815.25236,29248.04657,32092.80975,29798.19682,29186.43353,29661.88015,29018.34355,29933.39529,30509.19137,32433.49191,33416.62986,34631.86563,35352.2328,34451.21047,34225.39115,36133.83606,37266.02926,37953.91187,38762.71103,39630.94805,39152.7263,,,,,39076.3221,,,,,,,,,,45167.91329,,,,,,,,,,48142.92541,,,,,,,,,,48377.86749,,,,,,,,,,47264.54061,,,,,,,,,,44673.58011,,,,,,,,,,37400.44013,,,,,,,,,,29631.14729,,,,,,,,,,21925.01002
GCAM4,ssp460,World,Emissions|N2O,kt N2O/yr,1356.16296,1369.103372,1384.515481,1399.355378,1415.597756,1432.563082,1449.951799,1466.751575,1483.124656,1499.100897,1515.944833,1533.705815,1559.234255,1589.117029,1621.623061,1656.958176,1693.364385,1728.658905,1761.607495,1791.469847,1818.808186,1843.606981,1867.742389,1893.417388,1920.280893,1944.746823,1968.032742,1990.269408,2010.725377,2028.074719,2043.067781,2053.983826,2064.648995,2073.559632,2083.434567,2093.473152,2103.273406,2115.583882,2129.097792,2147.484085,2167.531925,2242.12032,2403.563698,2636.053052,2912.496904,3215.873034,3522.872151,3815.763525,4068.702451,4264.104068,4378.498715,4447.58005,4514.631057,4585.338771,4658.918556,4738.573836,4819.784587,4906.311841,5002.815188,5106.721646,5222.367036,5570.292269,5779.894618,5976.276518,6199.344235,6465.560236,6773.507547,7041.513558,7256.009223,7435.615436,7406.667102,7327.060018,7746.900966,7935.570129,7909.792367,8180.647431,8409.325613,8640.444045,8837.869319,9123.755918,9227.258503,9121.12527,9494.515703,9530.292753,9421.16412,9421.444217,9620.413269,9977.117278,9722.719932,9842.472009,9862.303869,9968.816852,9990.075747,9915.093855,10121.0314,10218.83369,10278.76332,10590.22033,10128.40716,9868.586122,9603.187087,9722.247312,9991.772281,10099.78688,10354.57088,10516.57055,10802.56173,10363.48133,10429.68145,10546.74194,10539.817,10446.42833,10593.89773,10759.04688,10866.28352,10900,,,,,11102.48038,,,,,,,,,,13040.11195,,,,,,,,,,13974.92902,,,,,,,,,,14564.53539,,,,,,,,,,14993.66711,,,,,,,,,,15257.87924,,,,,,,,,,15396.40346,,,,,,,,,,15676.95973,,,,,,,,,,16009.75416
IMAGE,rcp26,World,Emissions|CH4,Mt CH4/yr,123.73905,124.8415,125.94396,127.04642,128.14887,129.25133,130.35378,131.45624,132.5587,133.66115,134.76361,135.96943,137.17525,138.38107,139.5869,140.79272,141.99854,143.20436,144.41019,145.61601,146.82183,147.86155,148.90128,149.941,150.98072,152.02045,153.06017,154.09989,155.13962,156.17934,157.21906,158.34545,159.47183,160.59821,161.7246,162.85098,163.97736,165.10375,166.23013,167.35651,168.4829,170.03046,171.57803,173.12559,174.67315,176.22072,177.76828,179.31584,180.86341,182.41097,183.95853,189.11003,194.26153,199.41303,204.56453,209.71603,214.86753,220.01902,225.17052,230.32202,235.47352,238.52217,241.57083,244.61948,247.66813,250.71679,253.76544,256.81409,259.86274,262.9114,265.96005,270.02505,274.09004,278.15504,282.22003,286.28503,290.35002,294.41502,298.48002,302.54501,306.61001,310.01251,313.415,316.8175,320.22,323.6225,327.025,330.42749,333.82999,337.23249,340.63499,336.59218,332.54937,328.50656,324.46375,320.42094,316.37814,312.33533,308.29252,304.24971,300.2069,303.4092,306.5788,309.7164,312.824,315.9027,320.0614,324.2127,328.34943,332.48617,336.6229,328.6374,320.6519,312.6664,304.6809,296.6954,288.7099,280.7244,272.7389,264.7534,256.7679,254.65433,252.54076,250.42719,248.31362,246.20005,244.08648,241.97291,239.85934,237.74577,235.6322,234.57183,233.51146,232.45109,231.39072,230.33035,229.26998,228.20961,227.14924,226.08887,225.0285,221.45546,217.88242,214.30938,210.73634,207.1633,203.59026,200.01722,196.44418,192.87114,189.2981,187.01509,184.73208,182.44907,180.16606,177.88305,175.60004,173.31703,171.03402,168.75101,166.468,165.95204,165.43608,164.92012,164.40416,163.8882,163.37224,162.85628,162.34032,161.82436,161.3084,160.68516,160.06192,159.43868,158.81544,158.1922,157.56896,156.94572,156.32248,155.69924,155.076,154.41227,153.74854,153.08481,152.42108,151.75735,151.09362,150.42989,149.76616,149.10243,148.4387,147.8001,147.1615,146.5229,145.8843,145.2457,144.6071,143.9685,143.3299,142.6913,142.0527
IMAGE,rcp26,World,Emissions|CO2,Mt CO2/yr,4353.089657,4601.45829,4652.90331,4926.793483,5031.741843,5253.655733,5512.957377,5821.796677,5725.180157,5875.38622,6016.932827,5921.278147,5965.11091,6108.592453,5737.56887,5660.41531,5900.093723,6109.386397,6051.11562,5594.065913,6062.039023,5721.527533,5840.783263,6318.723327,6306.15546,6354.65798,6396.43862,6817.00371,6837.128503,7220.49537,7145.892417,6758.916303,6083.82852,6239.15776,6489.496017,6679.624417,7081.433077,7291.896407,7054.234807,7228.62712,7574.71869,7642.670127,7740.515567,7900.8072,7888.46168,7073.54043,7627.212707,8294.65978,8595.144947,8437.463503,9248.560383,10473.90703,10654.00527,10800.22937,11062.85253,11858.68017,12549.8571,12986.86327,13381.79957,13440.51757,13820.70543,14073.8466,14430.42957,15005.08057,15618.48897,16167.27127,16861.88827,17264.9598,17685.07693,18474.08897,19334.7473,19440.2681,19968.89437,20783.0282,20836.7027,20704.15453,21903.22823,22450.9538,22716.35667,23656.2799,23309.76853,22780.49437,23163.82017,23230.24037,24016.9721,24637.59797,25289.74177,25839.03153,26695.99093,27179.6932,27366.10543,27925.25963,27212.27813,27214.36887,27615.85053,28039.03813,28457.37583,28736.1789,28610.4247,28423.22707,28907.26667,29435.63333,29995.9,31209.56667,32687.6,33610.5,34137.76667,34663.2,35181.78913,35700.37753,36218.96667,36359.25333,36499.54,36639.82667,36780.11333,36920.4,37060.68667,37200.97333,37341.26,37481.54667,37621.83333,36773.11,35924.38667,35075.66333,34226.94,33378.21667,32529.49333,31680.77,30832.04667,29983.32333,29134.6,28063.23667,26991.87333,25920.51,24849.14667,23777.78333,22706.42,21635.05667,20563.69333,19492.33,18420.96667,17820.69667,17220.42667,16620.15667,16019.88667,15419.61667,14819.34667,14219.07667,13618.80667,13018.53667,12418.26667,11922.38667,11426.50667,10930.62667,10434.74667,9938.866667,9442.986667,8947.106667,8451.226667,7955.346667,7459.466667,6953.283333,6447.1,5940.916667,5434.733333,4928.55,4422.366667,3916.183333,3410,2903.816667,2397.633333,2200.77,2003.906667,1807.043333,1610.18,1413.316667,1216.453333,1019.59,822.7266667,625.8633333,429,287.8333333,146.6666667,5.5,-135.6666667,-276.8333333,-418,-559.1666667,-700.3333333,-841.5,-982.6666667,-1038.216667,-1093.766667,-1149.316667,-1204.866667,-1260.416667,-1315.966667,-1371.516667,-1427.066667,-1482.616667,-1538.166667
IMAGE,rcp26,World,Emissions|N2O,kt N2O/yr,1465.392029,1484.476557,1508.46245,1536.302554,1567.074206,1599.917471,1633.879186,1668.006371,1701.3458,1732.944557,1761.849571,1789.813457,1819.022229,1849.172914,1879.838871,1910.612471,1941.219814,1971.387,2000.839971,2029.304986,2056.507986,2083.388057,2110.860714,2138.617643,2167.973343,2199.838771,2233.299986,2267.4432,2301.354314,2334.119543,2364.8251,2392.694229,2417.669886,2439.917229,2459.7771,2478.333471,2496.866586,2516.656686,2538.983857,2565.1285,2596.370543,2671.749771,2818.9249,3022.105743,3279.0681,3583.488857,3913.428357,4246.947729,4562.107786,4836.9706,5049.5995,5214.946157,5360.309586,5482.277586,5585.405414,5679.317286,5768.211586,5856.292829,5947.770871,6046.859186,6157.772814,6323.436743,6574.303529,6895.918386,7287.451757,7694.999871,8164.487571,8576.036857,8831.026286,9090.448714,9329.375314,8807.819271,9299.919986,9499.135329,9335.228886,9650.094614,9906.6924,10268.35071,10401.8717,11012.21471,11096.47361,10751.32489,11186.97769,11340.8383,11075.63506,11026.59533,11110.77267,11725.48583,11318.22639,11520.20524,11920.35617,11632.28487,12255.46504,11492.01963,11797.16073,11972.87693,12024.67169,12429.61123,12407.5699,11828.11913,11717.51429,11790.42857,11862.24286,11933.74286,12004.77143,12075.01429,12123.57143,12172.12857,12220.42376,12268.7191,12317.01429,12242.41857,12167.82286,12093.22714,12018.63143,11944.03571,11869.44,11794.84429,11720.24857,11645.65286,11571.05714,11561.88,11552.70286,11543.52571,11534.34857,11525.17143,11515.99429,11506.81714,11497.64,11488.46286,11479.28571,11459.18714,11439.08857,11418.99,11398.89143,11378.79286,11358.69429,11338.59571,11318.49714,11298.39857,11278.3,11132.06286,10985.82571,10839.58857,10693.35143,10547.11429,10400.87714,10254.64,10108.40286,9962.165714,9815.928571,9732.894286,9649.86,9566.825714,9483.791429,9400.757143,9317.722857,9234.688571,9151.654286,9068.62,8985.585714,8989.2,8992.814286,8996.428571,9000.042857,9003.657143,9007.271429,9010.885714,9014.5,9018.114286,9021.728571,9001.661429,8981.594286,8961.527143,8941.46,8921.392857,8901.325714,8881.258571,8861.191429,8841.124286,8821.057143,8797.061429,8773.065714,8749.07,8725.074286,8701.078571,8677.082857,8653.087143,8629.091429,8605.095714,8581.1,8553.065714,8525.031429,8496.997143,8468.962857,8440.928571,8412.894286,8384.86,8356.825714,8328.791429,8300.757143
