Model,Scenario,Region,Variable,Unit,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
MiniCAM,rcp45,World,Emissions|CO2,Mt CO2/yr,4353.089657,4601.45829,4652.90331,4926.793483,5031.741843,5253.655733,5512.957377,5821.796677,5725.180157,5875.38622,6016.932827,5921.278147,5965.11091,6108.592453,5737.56887,5660.41531,5900.093723,6109.386397,6051.11562,5594.065913,6062.039023,5721.527533,5840.783263,6318.723327,6306.15546,6354.65798,6396.43862,6817.00371,6837.128503,7220.49537,7145.892417,6758.916303,6083.82852,6239.15776,6489.496017,6679.624417,7081.433077,7291.896407,7054.234807,7228.62712,7574.71869,7642.670127,7740.515567,7900.8072,7888.46168,7073.54043,7627.212707,8294.65978,8595.144947,8437.463503,9248.560383,10473.90703,10654.00527,10800.22937,11062.85253,11858.68017,12549.8571,12986.86327,13381.79957,13440.51757,13820.70543,14073.8466,14430.42957,15005.08057,15618.48897,16167.27127,16861.88827,17264.9598,17685.07693,18474.08897,19334.7473,19440.2681,19968.89437,20783.0282,20836.7027,20704.15453,21903.22823,22450.9538,22716.35667,23656.2799,23309.76853,22780.49437,23163.82017,23230.24037,24016.9721,24637.59797,25289.74177,25839.03153,26695.99093,27179.6932,27366.10543,27925.25963,27212.27813,27214.36887,27615.85053,28039.03813,28457.37583,28736.1789,28610.4247,28423.22707,28907.26667,29435.63333,29995.9,31209.56667,32687.6,33610.5,33869,34127.5,34384.77753,34642.05569,34899.33333,35153.91,35408.48667,35663.06333,35917.64,36172.21667,36426.79333,36681.37,36935.94667,37190.52333,37445.1,37796.11,38147.12,38498.13,38849.14,39200.15,39551.16,39902.17,40253.18,40604.19,40955.2,41089.80333,41224.40667,41359.01,41493.61333,41628.21667,41762.82,41897.42333,42032.02667,42166.63,42301.23333,42207.07333,42112.91333,42018.75333,41924.59333,41830.43333,41736.27333,41642.11333,41547.95333,41453.79333,41359.63333,40738.28,40116.92667,39495.57333,38874.22,38252.86667,37631.51333,37010.16,36388.80667,35767.45333,35146.1,34279.55667,33413.01333,32546.47,31679.92667,30813.38333,29946.84,29080.29667,28213.75333,27347.21,26480.66667,25368.89667,24257.12667,23145.35667,22033.58667,20921.81667,19810.04667,18698.27667,17586.50667,16474.73667,15362.96667,15373.85667,15384.74667,15395.63667,15406.52667,15417.41667,15428.30667,15439.19667,15450.08667,15460.97667,15471.86667,15482.75667,15493.64667,15504.53667,15515.42667,15526.31667,15537.20667,15548.09667,15558.98667,15569.87667,15580.76667
MiniCAM,rcp45,World,Emissions|N2O,kt N2O/yr,1465.392029,1484.476557,1508.46245,1536.302554,1567.074206,1599.917471,1633.879186,1668.006371,1701.3458,1732.944557,1761.849571,1789.813457,1819.022229,1849.172914,1879.838871,1910.612471,1941.219814,1971.387,2000.839971,2029.304986,2056.507986,2083.388057,2110.860714,2138.617643,2167.973343,2199.838771,2233.299986,2267.4432,2301.354314,2334.119543,2364.8251,2392.694229,2417.669886,2439.917229,2459.7771,2478.333471,2496.866586,2516.656686,2538.983857,2565.1285,2596.370543,2671.749771,2818.9249,3022.105743,3279.0681,3583.488857,3913.428357,4246.947729,4562.107786,4836.9706,5049.5995,5214.946157,5360.309586,5482.277586,5585.405414,5679.317286,5768.211586,5856.292829,5947.770871,6046.859186,6157.772814,6323.436743,6574.303529,6895.918386,7287.451757,7694.999871,8164.487571,8576.036857,8831.026286,9090.448714,9329.375314,8807.819271,9299.919986,9499.135329,9335.228886,9650.094614,9906.6924,10268.35071,10401.8717,11012.21471,11096.47361,10751.32489,11186.97769,11340.8383,11075.63506,11026.59533,11110.77267,11725.48583,11318.22639,11520.20524,11920.35617,11632.28487,12255.46504,11492.01963,11797.16073,11972.87693,12024.67169,12429.61123,12407.5699,11828.11913,11717.51429,11790.42857,11862.24286,11933.74286,12004.77143,12075.01429,12133,12190.98571,12248.76196,12306.53804,12364.31429,12422.01714,12479.72,12537.42286,12595.12571,12652.82857,12710.53143,12768.23429,12825.93714,12883.64,12941.34286,12994.20571,13047.06857,13099.93143,13152.79429,13205.65714,13258.52,13311.38286,13364.24571,13417.10857,13469.97143,13488.34143,13506.71143,13525.08143,13543.45143,13561.82143,13580.19143,13598.56143,13616.93143,13635.30143,13653.67143,13637.89429,13622.11714,13606.34,13590.56286,13574.78571,13559.00857,13543.23143,13527.45429,13511.67714,13495.9,13483.03,13470.16,13457.29,13444.42,13431.55,13418.68,13405.81,13392.94,13380.07,13367.2,13344.06857,13320.93714,13297.80571,13274.67429,13251.54286,13228.41143,13205.28,13182.14857,13159.01714,13135.88571,13102.50857,13069.13143,13035.75429,13002.37714,12969,12935.62286,12902.24571,12868.86857,12835.49143,12802.11429,12799.38,12796.64571,12793.91143,12791.17714,12788.44286,12785.70857,12782.97429,12780.24,12777.50571,12774.77143,12771.97429,12769.17714,12766.38,12763.58286,12760.78571,12757.98857,12755.19143,12752.39429,12749.59714,12746.8
REMIND-MAGPIE,ssp534-over,World,Emissions|CH4,Mt CH4/yr,87.61328845,88.39116711,89.26282464,89.89074057,91.35674943,92.40132432,93.24998316,94.56080194,95.71237193,96.4666946,97.77187103,98.42938116,99.26614632,100.6125584,102.2840587,103.0579197,104.0889435,105.4397415,106.7459316,108.095107,109.1336385,109.809348,110.4858104,112.2535641,112.633506,113.6704269,114.5456303,115.74748,116.7958666,118.0199977,119.6701788,119.9075078,121.4219873,122.3437659,123.9532999,124.8946044,126.4647048,127.1823371,127.905393,129.5013568,130.1349943,132.2180939,134.7060241,136.6296869,138.9310562,141.022964,142.7064022,144.7944965,147.2720295,150.2157149,152.2010084,155.2719352,160.5733576,165.6818323,170.3710079,174.7404471,180.6711175,186.0555677,188.3855399,192.6867573,197.2611005,205.1383413,207.2122992,216.1922656,216.556163,222.6664157,226.3106958,232.3331465,235.3354027,239.1848516,244.4183955,249.2895331,257.2102054,260.294725,261.8082771,263.0585486,269.9482097,274.0301524,276.3333545,281.6000656,283.3464702,279.7894207,287.6693154,281.6176584,285.0030452,285.6752697,290.8084488,295.0485147,298.6854951,302.1641744,305.2725547,318.7311921,299.4017955,299.4425141,310.2518368,305.4095889,307.2912075,331.2889198,315.3326212,309.4083709,310.1868098,312.8963787,322.2788312,328.1242242,338.9417722,346.3955546,356.4696896,355.0225755,360.4917105,364.2003634,370.8962528,372.6576832,380.8097666,381.5943928,387.8735392,388.0727957,,,,,397.4643943,,,,,,,,,,454.46756,,,,,,,,,,542.2927371,,,,,,,,,,262.3457777,,,,,,,,,,164.7078827,,,,,,,,,,139.0177538,,,,,,,,,,128.0050555,,,,,,,,,,117.1843394,,,,,,,,,,107.6943738
REMIND-MAGPIE,ssp534-over,World,Emissions|CO2,Mt CO2/yr,4465.964118,4768.881211,4835.690374,5115.661449,5244.746846,5479.764123,5710.02176,6046.017596,5993.608873,6115.290592,6271.034671,6113.829366,6122.579082,6265.77241,5938.952989,5864.556462,6101.45338,6227.239689,6205.48845,5833.870141,6290.309927,6065.154041,6219.539618,6673.115779,6735.335735,6795.885288,6766.33348,7280.512887,7308.504363,7704.453865,7679.533788,7335.495983,6651.920781,6798.478465,7038.366964,7216.325137,7612.653059,7825.863317,7580.799501,7836.395431,8156.903938,8184.224899,8268.324116,8410.163203,8377.774642,7621.090604,8344.523463,9027.474124,9393.938985,9334.309155,10044.66935,11290.69099,11518.76401,11706.25609,12085.37713,12923.06379,13695.21983,14153.07212,14642.00173,14941.19786,15353.90678,15695.77643,16083.68449,16722.31763,17266.28028,17924.48137,18518.22743,19135.12072,19720.54151,20540.23517,21456.95682,21678.12813,22109.18551,23064.16218,22861.3745,22836.19669,23873.37797,24612.35105,25215.439,25589.01092,25266.66414,24889.46718,24681.4932,25343.62707,25945.12239,26305.73628,26803.40164,27328.50313,28027.36201,28374.72758,27966.71914,28681.58913,28688.84032,28363.26228,28376.6822,28815.25236,29248.04657,32092.80975,29798.19682,29186.43353,29661.88015,29018.34355,29933.39529,30509.19137,32433.49191,33416.62986,34631.86563,35352.2328,34451.21047,34225.39115,36133.83606,37266.02926,37953.91187,38762.71103,39630.94805,39152.7263,,,,,43712.62858,,,,,,,,,,55300.01663,,,,,,,,,,68774.62751,,,,,,,,,,50319.095,,,,,,,,,,16582.66824,,,,,,,,,,-5768.061957,,,,,,,,,,-14855.33278,,,,,,,,,,-18556.24498,,,,,,,,,,-20311.38198
REMIND-MAGPIE,ssp534-over,World,Emissions|N2O,kt N2O/yr,1356.16296,1369.103372,1384.515481,1399.355378,1415.597756,1432.563082,1449.951799,1466.751575,1483.124656,1499.100897,1515.944833,1533.705815,1559.234255,1589.117029,1621.623061,1656.958176,1693.364385,1728.658905,1761.607495,1791.469847,1818.808186,1843.606981,1867.742389,1893.417388,1920.280893,1944.746823,1968.032742,1990.269408,2010.725377,2028.074719,2043.067781,2053.983826,2064.648995,2073.559632,2083.434567,2093.473152,2103.273406,2115.583882,2129.097792,2147.484085,2167.531925,2242.12032,2403.563698,2636.053052,2912.496904,3215.873034,3522.872151,3815.763525,4068.702451,4264.104068,4378.498715,4447.58005,4514.631057,4585.338771,4658.918556,4738.573836,4819.784587,4906.311841,5002.815188,5106.721646,5222.367036,5570.292269,5779.894618,5976.276518,6199.344235,6465.560236,6773.507547,7041.513558,7256.009223,7435.615436,7406.667102,7327.060018,7746.900966,7935.570129,7909.792367,8180.647431,8409.325613,8640.444045,8837.869319,9123.755918,9227.258503,9121.12527,9494.515703,9530.292753,9421.16412,9421.444217,9620.413269,9977.117278,9722.719932,9842.472009,9862.303869,9968.816852,9990.075747,9915.093855,10121.0314,10218.83369,10278.76332,10590.22033,10128.40716,9868.586122,9603.187087,9722.247312,9991.772281,10099.78688,10354.57088,10516.57055,10802.56173,10363.48133,10429.68145,10546.74194,10539.817,10446.42833,10593.89773,10759.04688,10866.28352,10900,,,,,11732.67183,,,,,,,,,,12646.76509,,,,,,,,,,13379.85963,,,,,,,,,,9698.297559,,,,,,,,,,12211.51074,,,,,,,,,,12770.25155,,,,,,,,,,12335.128,,,,,,,,,,11840.1138,,,,,,,,,,11485.2995
REMIND-MAGPIE,ssp585,World,Emissions|CH4,Mt CH4/yr,87.61328845,88.39116711,89.26282464,89.89074057,91.35674943,92.40132432,93.24998316,94.56080194,95.71237193,96.4666946,97.77187103,98.42938116,99.26614632,100.6125584,102.2840587,103.0579197,104.0889435,105.4397415,106.7459316,108.095107,109.1336385,109.809348,110.4858104,112.2535641,112.633506,113.6704269,114.5456303,115.74748,116.7958666,118.0199977,119.6701788,119.9075078,121.4219873,122.3437659,123.9532999,124.8946044,126.4647048,127.1823371,127.905393,129.5013568,130.1349943,132.2180939,134.7060241,136.6296869,138.9310562,141.022964,142.7064022,144.7944965,147.2720295,150.2157149,152.2010084,155.2719352,160.5733576,165.6818323,170.3710079,174.7404471,180.6711175,186.0555677,188.3855399,192.6867573,197.2611005,205.1383413,207.2122992,216.1922656,216.556163,222.6664157,226.3106958,232.3331465,235.3354027,239.1848516,244.4183955,249.2895331,257.2102054,260.294725,261.8082771,263.0585486,269.9482097,274.0301524,276.3333545,281.6000656,283.3464702,279.7894207,287.6693154,281.6176584,285.0030452,285.6752697,290.8084488,295.0485147,298.6854951,302.1641744,305.2725547,318.7311921,299.4017955,299.4425141,310.2518368,305.4095889,307.2912075,331.2889198,315.3326212,309.4083709,310.1868098,312.8963787,322.2788312,328.1242242,338.9417722,346.3955546,356.4696896,355.0225755,360.4917105,364.2003634,370.8962528,372.6576832,380.8097666,381.5943928,387.8735392,388.0727957,,,,,397.4643943,,,,,,,,,,454.46756,,,,,,,,,,542.2927371,,,,,,,,,,590.2976395,,,,,,,,,,597.9101789,,,,,,,,,,597.1284131,,,,,,,,,,568.9790404,,,,,,,,,,513.3308166,,,,,,,,,,482.1454849
REMIND-MAGPIE,ssp585,World,Emissions|CO2,Mt CO2/yr,4465.964118,4768.881211,4835.690374,5115.661449,5244.746846,5479.764123,5710.02176,6046.017596,5993.608873,6115.290592,6271.034671,6113.829366,6122.579082,6265.77241,5938.952989,5864.556462,6101.45338,6227.239689,6205.48845,5833.870141,6290.309927,6065.154041,6219.539618,6673.115779,6735.335735,6795.885288,6766.33348,7280.512887,7308.504363,7704.453865,7679.533788,7335.495983,6651.920781,6798.478465,7038.366964,7216.325137,7612.653059,7825.863317,7580.799501,7836.395431,8156.903938,8184.224899,8268.324116,8410.163203,8377.774642,7621.090604,8344.523463,9027.474124,9393.938985,9334.309155,10044.66935,11290.69099,11518.76401,11706.25609,12085.37713,12923.06379,13695.21983,14153.07212,14642.00173,14941.19786,15353.90678,15695.77643,16083.68449,16722.31763,17266.28028,17924.48137,18518.22743,19135.12072,19720.54151,20540.23517,21456.95682,21678.12813,22109.18551,23064.16218,22861.3745,22836.19669,23873.37797,24612.35105,25215.439,25589.01092,25266.66414,24889.46718,24681.4932,25343.62707,25945.12239,26305.73628,26803.40164,27328.50313,28027.36201,28374.72758,27966.71914,28681.58913,28688.84032,28363.26228,28376.6822,28815.25236,29248.04657,32092.80975,29798.19682,29186.43353,29661.88015,29018.34355,29933.39529,30509.19137,32433.49191,33416.62986,34631.86563,35352.2328,34451.21047,34225.39115,36133.83606,37266.02926,37953.91187,38762.71103,39630.94805,39152.7263,,,,,43712.34856,,,,,,,,,,55296.58323,,,,,,,,,,68775.6982,,,,,,,,,,83298.21994,,,,,,,,,,100338.6062,,,,,,,,,,116805.2493,,,,,,,,,,129647.035,,,,,,,,,,130576.2388,,,,,,,,,,126287.3097
REMIND-MAGPIE,ssp585,World,Emissions|N2O,kt N2O/yr,1356.16296,1369.103372,1384.515481,1399.355378,1415.597756,1432.563082,1449.951799,1466.751575,1483.124656,1499.100897,1515.944833,1533.705815,1559.234255,1589.117029,1621.623061,1656.958176,1693.364385,1728.658905,1761.607495,1791.469847,1818.808186,1843.606981,1867.742389,1893.417388,1920.280893,1944.746823,1968.032742,1990.269408,2010.725377,2028.074719,2043.067781,2053.983826,2064.648995,2073.559632,2083.434567,2093.473152,2103.273406,2115.583882,2129.097792,2147.484085,2167.531925,2242.12032,2403.563698,2636.053052,2912.496904,3215.873034,3522.872151,3815.763525,4068.702451,4264.104068,4378.498715,4447.58005,4514.631057,4585.338771,4658.918556,4738.573836,4819.784587,4906.311841,5002.815188,5106.721646,5222.367036,5570.292269,5779.894618,5976.276518,6199.344235,6465.560236,6773.507547,7041.513558,7256.009223,7435.615436,7406.667102,7327.060018,7746.900966,7935.570129,7909.792367,8180.647431,8409.325613,8640.444045,8837.869319,9123.755918,9227.258503,9121.12527,9494.515703,9530.292753,9421.16412,9421.444217,9620.413269,9977.117278,9722.719932,9842.472009,9862.303869,9968.816852,9990.075747,9915.093855,10121.0314,10218.83369,10278.76332,10590.22033,10128.40716,9868.586122,9603.187087,9722.247312,9991.772281,10099.78688,10354.57088,10516.57055,10802.56173,10363.48133,10429.68145,10546.74194,10539.817,10446.42833,10593.89773,10759.04688,10866.28352,10900,,,,,11732.67183,,,,,,,,,,12646.76509,,,,,,,,,,13379.85963,,,,,,,,,,13171.27149,,,,,,,,,,13436.48602,,,,,,,,,,13434.13788,,,,,,,,,,13488.3164,,,,,,,,,,13223.9784,,,,,,,,,,12725.0119
idealised,esm-bell-1000PgC,World,Emissions|CH4,Mt CH4/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-1000PgC,World,Emissions|CO2,Mt CO2/yr,91627.01698,91269.7971,90559.5299,89504.47942,88116.84109,86412.5071,84410.76353,82133.9272,79606.93192,76856.87481,73912.53417,70803.87094,67561.52562,64216.32253,60798.79219,57338.72208,53864.74452,50403.96907,46981.6652,43620.99946,40342.82958,37165.55619,34105.03146,31174.52246,28384.72571,25743.82837,23257.61077,20929.58427,18761.15809,16751.82862,14899.3848,13200.12334,11649.06796,10240.18743,8966.607716,7820.814252,6794.841174,5880.444907,5069.260371,4352.93867,3723.265752,3172.26208,2692.26386,2275.986702,1916.572958,1607.624178,1343.220278,1117.927107,926.794124,765.3438442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-1000PgC,World,Emissions|N2O,kt N2O/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-2000PgC,World,Emissions|CH4,Mt CH4/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-2000PgC,World,Emissions|CO2,Mt CO2/yr,183254.034,182539.5942,181119.0598,179008.9588,176233.6822,172825.0142,168821.5271,164267.8544,159213.8638,153713.7496,147825.0683,141607.7419,135123.0512,128432.6451,121597.5844,114677.4442,107729.489,100807.9381,93963.3304,87241.99892,80685.65917,74331.11238,68210.06291,62349.04492,56769.45142,51487.65674,46515.22154,41859.16854,37522.31618,33503.65723,29798.7696,26400.24668,23298.13592,20480.37487,17933.21543,15641.6285,13589.68235,11760.88981,10138.52074,8705.877341,7446.531504,6344.524161,5384.527721,4551.973404,3833.145916,3215.248356,2686.440556,2235.854215,1853.588248,1530.687688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-2000PgC,World,Emissions|N2O,kt N2O/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-750PgC,World,Emissions|CH4,Mt CH4/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-750PgC,World,Emissions|CO2,Mt CO2/yr,68720.26274,68452.34782,67919.64743,67128.35957,66087.63082,64809.38033,63308.07265,61600.4454,59705.19894,57642.6561,55434.40063,53102.9032,50671.14422,48162.2419,45599.09414,43004.04156,40398.55839,37802.97681,35236.2489,32715.7496,30257.12219,27874.16714,25578.77359,23380.89185,21288.54428,19307.87128,17443.20808,15697.1882,14070.86857,12563.87146,11174.5386,9900.092505,8736.800971,7680.140575,6724.955787,5865.610689,5096.130881,4410.33368,3801.945278,3264.704003,2792.449314,2379.19656,2019.197895,1706.990026,1437.429718,1205.718134,1007.415208,838.4453305,695.095593,574.0078832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-bell-750PgC,World,Emissions|N2O,kt N2O/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
idealised,esm-pi-CO2pulse,World,Emissions|CH4,Mt CH4/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-pi-CO2pulse,World,Emissions|CO2,Mt CO2/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-pi-CO2pulse,World,Emissions|N2O,kt N2O/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-pi-cdr-pulse,World,Emissions|CH4,Mt CH4/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-pi-cdr-pulse,World,Emissions|CO2,Mt CO2/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-pi-cdr-pulse,World,Emissions|N2O,kt N2O/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-piControl,World,Emissions|CH4,Mt CH4/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-piControl,World,Emissions|CO2,Mt CO2/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
idealised,esm-piControl,World,Emissions|N2O,kt N2O/yr,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
