Baseline Natural Flux	Atmospheric Lifetime of N2O	Effective Sensitivity of Temperature on N2O Flux	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
     9232404	         200	        0.06	
   9414017.4	   196.75494	 0.059764313	
   9226595.4	   199.99826	        0.06	
   9244122.4	   199.81838	        0.06	
   9235608.3	         200	        0.06	
   9246307.7	   199.90131	        0.06	
    11547212	   166.88564	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
     9232404	         200	        0.06	
   9414017.4	   196.75494	        0.06	
   9226595.4	   199.99826	        0.06	
   9244122.4	   199.81838	        0.06	
   9235608.3	         200	        0.06	
   9246307.7	   199.90131	        0.06	
    11547212	   166.88564	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9414017.4	   196.75494	        0.06	
   9226595.4	   199.99826	        0.06	
   9244122.4	   199.81838	        0.06	
   9235608.3	         200	        0.06	
   9246307.7	   199.90131	        0.06	
    11522469	   166.94521	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9414017.4	   196.75494	        0.06	
   9226595.4	   199.99826	        0.06	
   9244122.4	   199.81838	        0.06	
   9235608.3	         200	        0.06	
   9246307.7	   199.90131	        0.06	
    11522469	   166.94521	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9414017.4	   196.75494	        0.06	
   9226595.4	   199.99826	        0.06	
   9244122.4	   199.81838	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11522469	   166.94521	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9414017.4	   196.75494	        0.06	
   9226595.4	   199.99826	        0.06	
   9244122.4	   199.81838	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11513261	   167.01307	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9414017.4	   196.75494	        0.06	
   9226595.4	   199.99826	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11513261	   167.01307	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9412912.8	   196.81674	        0.06	
   9226595.4	   199.99826	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11513261	   167.01307	        0.06	
   9271877.5	         200	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9412912.8	   196.81674	        0.06	
   9226595.4	   199.99826	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11513261	   167.01307	        0.06	
   9271877.5	   199.94844	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9412912.8	   196.81674	        0.06	
   9226595.4	   199.99826	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11513261	   167.01307	        0.06	
   9271877.5	   199.94844	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	   199.99826	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11513261	   167.01307	        0.06	
   9271877.5	   199.94844	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11513261	   167.01307	        0.06	
   9271877.5	   199.94844	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11372454	   169.20007	        0.06	
   9271877.5	   199.94844	 0.056544555	
   9226571.6	         200	 0.059975142	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11366434	   169.23483	 0.059888715	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229505.6	         200	 0.059896697	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11352714	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9225199.6	         200	  0.05997869	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11352714	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	 0.059956052	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11352714	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	 0.059956052	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11352714	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	 0.059956052	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11352714	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	 0.059956052	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11352714	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	 0.059956052	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11352714	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9255813.8	   199.97018	        0.06	
   9231843.3	         200	        0.06	
   9413689.1	    196.8086	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11341829	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9219155.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9412807.2	   196.88693	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11341829	   169.27364	 0.059854799	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9412807.2	   196.88693	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11212865	   171.35702	  0.05983063	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9412807.2	   196.88693	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11212865	   171.35702	  0.05983063	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9412807.2	   196.88693	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9412807.2	   196.88693	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413071.4	   196.94106	 0.059955107	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413071.4	   196.94106	 0.059955107	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413071.4	   196.94106	 0.059955107	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413071.4	   196.94106	 0.059955107	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413071.4	   196.94106	 0.059955107	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413071.4	   196.94106	 0.059955107	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11200678	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056544555	
   9232726.8	         200	 0.059966312	
   9221925.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413071.4	   196.94106	 0.059955107	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11198812	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9406668.7	   196.96843	  0.05998228	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235608.3	         200	        0.06	
   9230429.8	   199.93413	 0.059980682	
    11198812	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9406668.7	   196.96843	  0.05998228	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9235795.5	         200	        0.06	
   9230429.8	   199.95889	 0.059980682	
    11198812	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9406668.7	   196.96843	  0.05998228	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230429.8	   199.95889	 0.059980682	
    11198812	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9406668.7	   196.96843	  0.05998228	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230429.8	   199.95889	 0.059980682	
    11198812	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230429.8	   199.95889	 0.059980682	
    11198812	    171.3675	 0.059818244	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230429.8	         200	 0.059980682	
    11192491	   171.40222	 0.059879785	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230429.8	         200	 0.059980682	
    11192491	   171.40222	 0.059879785	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230429.8	         200	        0.06	
    11167703	   171.43909	        0.06	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230429.8	         200	        0.06	
    11167703	   171.43909	        0.06	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230146.1	         200	        0.06	
    11167703	   171.43909	        0.06	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230146.1	         200	        0.06	
    11164817	   171.43909	  0.05996334	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230146.1	         200	        0.06	
    11164817	   171.43909	  0.05996334	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9411185.4	   196.94289	 0.059990331	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230146.1	         200	        0.06	
    11164817	   171.43909	  0.05996334	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
     9411858	   196.92971	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230146.1	         200	        0.06	
    11041827	   173.56546	 0.059987654	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9407726.7	    196.9656	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230146.1	         200	        0.06	
    10889950	   175.75475	        0.06	
   9271877.5	   199.94844	 0.056663976	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9226595.4	         200	        0.06	
   9229356.7	         200	        0.06	
   9230945.6	    199.9957	        0.06	
   9230146.1	         200	        0.06	
    10889950	   175.75475	        0.06	
   9270606.8	   199.96288	 0.056727472	
   9232726.8	         200	 0.059966312	
   9228300.1	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9226595.4	         200	        0.06	
   9234731.9	   199.98936	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10889438	   175.73866	 0.059971984	
   9270606.8	   199.96288	 0.056727472	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9226595.4	         200	        0.06	
   9234731.9	   199.98936	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10889438	   175.73866	 0.059971984	
   9270606.8	   199.96288	 0.056727472	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9226595.4	         200	        0.06	
   9234731.9	   199.98936	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10878692	    175.7654	        0.06	
   9270606.8	   199.96288	 0.056727472	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9226595.4	         200	        0.06	
   9235816.2	   199.99162	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10878918	   175.74396	        0.06	
   9270606.8	   199.96288	 0.056727472	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9228721.6	         200	        0.06	
   9235816.2	   199.99162	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10876968	    175.7049	 0.059996546	
   9270606.8	   199.96288	 0.056727472	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9228721.6	         200	        0.06	
   9235816.2	   199.99162	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10876968	    175.7049	 0.059996546	
   9272487.1	   199.94273	  0.05678862	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9228721.6	         200	        0.06	
   9235816.2	   199.99162	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10876968	    175.7049	 0.059996546	
   9272487.1	   199.94273	  0.05678862	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9228721.6	         200	        0.06	
   9235816.2	   199.99162	        0.06	
   9230945.6	         200	        0.06	
   9230146.1	         200	        0.06	
    10876968	    175.7049	 0.059996546	
   9272487.1	   199.94273	  0.05678862	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9231843.3	         200	        0.06	
   9413741.2	   196.95427	        0.06	
   9231985.5	         200	 0.059976002	
   9235816.2	   199.99162	        0.06	
     9231514	         200	        0.06	
   9230146.1	         200	        0.06	
    10876968	    175.7049	 0.059996546	
   9272487.1	   199.94273	  0.05678862	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	 0.059990896	
   9413741.2	   196.95427	        0.06	
   9231985.5	         200	 0.059976002	
   9235816.2	         200	        0.06	
     9231514	         200	        0.06	
   9230146.1	         200	        0.06	
    10876968	    175.7049	 0.059996546	
     9266812	    199.9442	 0.056735259	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	 0.059990896	
   9413741.2	   196.95427	        0.06	
   9231985.5	         200	 0.059976002	
   9235816.2	         200	        0.06	
     9231514	         200	        0.06	
   9230146.1	         200	        0.06	
    10854619	   175.76111	        0.06	
     9266812	    199.9442	 0.056735259	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	 0.059990896	
   9413741.2	   196.95427	        0.06	
   9231985.5	         200	 0.059976002	
   9235816.2	         200	        0.06	
     9231514	         200	        0.06	
   9230146.1	         200	        0.06	
    10854619	   175.76111	        0.06	
     9266812	    199.9442	 0.056735259	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	 0.059990896	
   9413741.2	   196.95427	        0.06	
   9231985.5	         200	 0.059976002	
   9235816.2	         200	        0.06	
     9231514	         200	        0.06	
   9230146.1	         200	        0.06	
    10852726	    175.7374	 0.059894632	
     9266812	    199.9442	 0.056735259	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	 0.059990896	
   9413741.2	   196.95427	        0.06	
   9231985.5	         200	 0.059976002	
   9235816.2	         200	        0.06	
     9231514	         200	        0.06	
   9230146.1	         200	        0.06	
    10852726	    175.7374	 0.059894632	
     9266812	    199.9442	 0.056735259	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	 0.059990896	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10852726	    175.7374	 0.059894632	
     9266812	    199.9442	 0.056735259	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	 0.059990896	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10710086	   177.85553	        0.06	
     9266812	   199.91922	 0.056802873	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10707445	   177.84121	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10707445	   177.84121	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10705085	   177.85908	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10705085	   177.85908	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9232726.8	         200	 0.059966312	
   9232387.8	         200	        0.06	
   9233987.1	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10705085	   177.85908	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10700974	   177.85844	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10700974	   177.85844	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10701336	   177.84931	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10701336	   177.80365	        0.06	
   9262593.1	   199.91922	  0.05680089	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10701336	   177.80365	        0.06	
     9268685	   199.94501	 0.056862025	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10698125	   177.78257	 0.059940935	
     9268685	   199.94501	 0.056862025	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
   9410455.2	   196.97136	        0.06	
   9231985.5	         200	 0.059976002	
   9232391.5	   199.98114	        0.06	
     9231514	         200	        0.06	
   9230185.8	         200	        0.06	
    10698125	   177.78257	 0.059940935	
     9268685	   199.94501	 0.056862025	
   9235240.7	    199.9777	        0.06	
   9232387.8	         200	        0.06	
   9233669.6	         200	        0.06	
